Symbol,Period,Metric,Value
AAPL,2014-12,Investing Cash Flow,-21165
AAPL,2014-12,Issuance (Repayment) of Debt Securities ,1076
AAPL,2014-12,Issuance (Purchase) of Equity Shares,-4950
AAPL,2014-12,Payment of Dividends & Other Cash Distributions   ,-2801
AAPL,2014-12,Financing Cash Flow,-6923
AAPL,2014-12,Effect of Exchange Rate Changes on Cash ,0
AAPL,2014-12,Net Cash Flow / Change in Cash & Cash Equivalents,5634
AAPL,2014-12,Free Cash Flow,30505
AAPL,2014-09,Depreciation & Amortization ,1969
AAPL,2014-09,Share Based Compensation,762
AAPL,2014-09,Operating Cash Flow,13250
AAPL,2014-09,Capital Expenditure,-3826
AAPL,2014-09,Net Cash Flow - Business Acquisitions and Disposals,-2893
AAPL,2014-09,Net Cash Flow - Investment Acquisitions and Disposals,9697
AAPL,2014-09,Investing Cash Flow,2997
AAPL,2014-09,Issuance (Repayment) of Debt Securities ,4296
AAPL,2014-09,Issuance (Purchase) of Equity Shares,-16705
AAPL,2014-09,Payment of Dividends & Other Cash Distributions   ,-2829
AAPL,2014-09,Financing Cash Flow,-15380
AAPL,2014-09,Effect of Exchange Rate Changes on Cash ,0
AAPL,2014-09,Net Cash Flow / Change in Cash & Cash Equivalents,867
AAPL,2014-09,Free Cash Flow,9424
AAPL,2014-06,Depreciation & Amortization ,1946
AAPL,2014-06,Share Based Compensation,724
AAPL,2014-06,Operating Cash Flow,10255
AAPL,2014-06,Capital Expenditure,-2378
AAPL,2014-06,Net Cash Flow - Business Acquisitions and Disposals,-392
AAPL,2014-06,Net Cash Flow - Investment Acquisitions and Disposals,-19474
AAPL,2014-06,Investing Cash Flow,-22214
AAPL,2014-06,Issuance (Repayment) of Debt Securities ,13970
AAPL,2014-06,Issuance (Purchase) of Equity Shares,-4906
AAPL,2014-06,Payment of Dividends & Other Cash Distributions   ,-2867
AAPL,2014-06,Financing Cash Flow,5987
AAPL,2014-06,Effect of Exchange Rate Changes on Cash ,0
AAPL,2014-06,Net Cash Flow / Change in Cash & Cash Equivalents,-5972
AAPL,2014-06,Free Cash Flow,7877
AAPL,2014-03,Depreciation & Amortization ,1887
AAPL,2014-03,Share Based Compensation,696
AAPL,2014-03,Operating Cash Flow,13538
AAPL,2014-03,Capital Expenditure,-1382
AAPL,2014-03,Net Cash Flow - Business Acquisitions and Disposals,-138
AAPL,2014-03,Net Cash Flow - Investment Acquisitions and Disposals,13289
AAPL,2014-03,Investing Cash Flow,11741
AAPL,2014-03,Issuance (Repayment) of Debt Securities ,0
AAPL,2014-03,Issuance (Purchase) of Equity Shares,-17764
AAPL,2014-03,Payment of Dividends & Other Cash Distributions   ,-2661
AAPL,2014-03,Financing Cash Flow,-20407
AAPL,2014-03,Effect of Exchange Rate Changes on Cash ,0
AAPL,2014-03,Net Cash Flow / Change in Cash & Cash Equivalents,4872
AAPL,2014-03,Free Cash Flow,12156
AAPL,2013-12,Depreciation & Amortization ,2144
AAPL,2013-12,Share Based Compensation,681
AAPL,2013-12,Operating Cash Flow,22670
AAPL,2013-12,Capital Expenditure,-1985
AAPL,2013-12,Net Cash Flow - Business Acquisitions and Disposals,-584
AAPL,2013-12,Net Cash Flow - Investment Acquisitions and Disposals,-12539
AAPL,2013-12,Investing Cash Flow,-15103
AAPL,2013-12,Issuance (Repayment) of Debt Securities ,0
AAPL,2013-12,Issuance (Purchase) of Equity Shares,-4895
AAPL,2013-12,Payment of Dividends & Other Cash Distributions   ,-2769
AAPL,2013-12,Financing Cash Flow,-7749
AAPL,2013-12,Effect of Exchange Rate Changes on Cash ,0
AAPL,2013-12,Net Cash Flow / Change in Cash & Cash Equivalents,-182
AAPL,2013-12,Free Cash Flow,20685
AAPL,2013-09,Depreciation & Amortization ,1783
AAPL,2013-09,Share Based Compensation,555
AAPL,2013-09,Operating Cash Flow,9908
AAPL,2013-09,Capital Expenditure,-1955
AAPL,2013-09,Net Cash Flow - Business Acquisitions and Disposals,-404
AAPL,2013-09,Net Cash Flow - Investment Acquisitions and Disposals,2942
AAPL,2013-09,Investing Cash Flow,611
AAPL,2013-09,Issuance (Repayment) of Debt Securities ,0
AAPL,2013-09,Issuance (Purchase) of Equity Shares,-4715
AAPL,2013-09,Payment of Dividends & Other Cash Distributions   ,-2769
AAPL,2013-09,Financing Cash Flow,-7508
AAPL,2013-09,Effect of Exchange Rate Changes on Cash ,0
AAPL,2013-09,Net Cash Flow / Change in Cash & Cash Equivalents,3011
AAPL,2013-09,Free Cash Flow,7953
AAPL,2013-06,Depreciation & Amortization ,1694
AAPL,2013-06,Share Based Compensation,578
AAPL,2013-06,Operating Cash Flow,7828
AAPL,2013-06,Capital Expenditure,-1885
AAPL,2013-06,Net Cash Flow - Business Acquisitions and Disposals,-275
AAPL,2013-06,Net Cash Flow - Investment Acquisitions and Disposals,-4252
AAPL,2013-06,Investing Cash Flow,-6507
AAPL,2013-06,Issuance (Repayment) of Debt Securities ,16896
AAPL,2013-06,Issuance (Purchase) of Equity Shares,-15940
AAPL,2013-06,Payment of Dividends & Other Cash Distributions   ,-2811
AAPL,2013-06,Financing Cash Flow,-2126
AAPL,2013-06,Effect of Exchange Rate Changes on Cash ,0
AAPL,2013-06,Net Cash Flow / Change in Cash & Cash Equivalents,-805
AAPL,2013-06,Free Cash Flow,5943
AAPL,2013-03,Depreciation & Amortization ,1692
AAPL,2013-03,Share Based Compensation,575
AAPL,2013-03,Operating Cash Flow,12504
AAPL,2013-03,Capital Expenditure,-2008
AAPL,2013-03,Net Cash Flow - Business Acquisitions and Disposals,-306
AAPL,2013-03,Net Cash Flow - Investment Acquisitions and Disposals,-12002
AAPL,2013-03,Investing Cash Flow,-14357
AAPL,2013-03,Issuance (Repayment) of Debt Securities ,0
AAPL,2013-03,Issuance (Purchase) of Equity Shares,199
AAPL,2013-03,Payment of Dividends & Other Cash Distributions   ,-2491
AAPL,2013-03,Financing Cash Flow,-2248
AAPL,2013-03,Effect of Exchange Rate Changes on Cash ,0
AAPL,2013-03,Net Cash Flow / Change in Cash & Cash Equivalents,-4101
AAPL,2013-03,Free Cash Flow,10496
AAPL,2012-12,Depreciation & Amortization ,1588
AAPL,2012-12,Share Based Compensation,545
AAPL,2012-12,Operating Cash Flow,23426
AAPL,2012-12,Capital Expenditure,-2317
AAPL,2012-12,Net Cash Flow - Business Acquisitions and Disposals,-422
AAPL,2012-12,Net Cash Flow - Investment Acquisitions and Disposals,-10730
AAPL,2012-12,Investing Cash Flow,-13521
AAPL,2012-12,Issuance (Repayment) of Debt Securities ,0
AAPL,2012-12,Issuance (Purchase) of Equity Shares,-1874
AAPL,2012-12,Payment of Dividends & Other Cash Distributions   ,-2493
AAPL,2012-12,Financing Cash Flow,-4497
AAPL,2012-12,Effect of Exchange Rate Changes on Cash ,0
AAPL,2012-12,Net Cash Flow / Change in Cash & Cash Equivalents,5408
AAPL,2012-12,Free Cash Flow,21109
AAPL,2012-09,Depreciation & Amortization ,981
AAPL,2012-09,Share Based Compensation,448
AAPL,2012-09,Operating Cash Flow,9136
AAPL,2012-09,Capital Expenditure,-3461
AAPL,2012-09,Net Cash Flow - Business Acquisitions and Disposals,-40
AAPL,2012-09,Net Cash Flow - Investment Acquisitions and Disposals,-820
AAPL,2012-09,Investing Cash Flow,-4313
AAPL,2012-09,Issuance (Repayment) of Debt Securities ,0
AAPL,2012-09,Issuance (Purchase) of Equity Shares,232
AAPL,2012-09,Payment of Dividends & Other Cash Distributions   ,-2488
AAPL,2012-09,Financing Cash Flow,-2022
AAPL,2012-09,Effect of Exchange Rate Changes on Cash ,0
AAPL,2012-09,Net Cash Flow / Change in Cash & Cash Equivalents,2801
AAPL,2012-09,Free Cash Flow,5675
AAPL,2012-06,Depreciation & Amortization ,835
AAPL,2012-06,Share Based Compensation,448
AAPL,2012-06,Operating Cash Flow,10189
AAPL,2012-06,Capital Expenditure,-2056
AAPL,2012-06,Net Cash Flow - Business Acquisitions and Disposals,-907
AAPL,2012-06,Net Cash Flow - Investment Acquisitions and Disposals,-9339
AAPL,2012-06,Investing Cash Flow,-12310
AAPL,2012-06,Issuance (Repayment) of Debt Securities ,0
AAPL,2012-06,Issuance (Purchase) of Equity Shares,56
AAPL,2012-06,Payment of Dividends & Other Cash Distributions   ,0
AAPL,2012-06,Financing Cash Flow,-55
AAPL,2012-06,Effect of Exchange Rate Changes on Cash ,0
AAPL,2012-06,Net Cash Flow / Change in Cash & Cash Equivalents,-2176
AAPL,2012-06,Free Cash Flow,8133
AAPL,2012-03,Depreciation & Amortization ,740
AAPL,2012-03,Share Based Compensation,424
AAPL,2012-03,Operating Cash Flow,13977
AAPL,2012-03,Capital Expenditure,-1457
AAPL,2012-03,Net Cash Flow - Business Acquisitions and Disposals,-402
AAPL,2012-03,Net Cash Flow - Investment Acquisitions and Disposals,-12603
AAPL,2012-03,Investing Cash Flow,-14476
AAPL,2012-03,Issuance (Repayment) of Debt Securities ,0
AAPL,2012-03,Issuance (Purchase) of Equity Shares,286
AAPL,2012-03,Payment of Dividends & Other Cash Distributions   ,0
AAPL,2012-03,Financing Cash Flow,310
AAPL,2012-03,Effect of Exchange Rate Changes on Cash ,0
AAPL,2012-03,Net Cash Flow / Change in Cash & Cash Equivalents,-189
AAPL,2012-03,Free Cash Flow,12520
AAPL,2011-12,Depreciation & Amortization ,721
AAPL,2011-12,Share Based Compensation,420
AAPL,2011-12,Operating Cash Flow,17554
AAPL,2011-12,Capital Expenditure,-1321
AAPL,2011-12,Net Cash Flow - Business Acquisitions and Disposals,-108
AAPL,2011-12,Net Cash Flow - Investment Acquisitions and Disposals,-15665
AAPL,2011-12,Investing Cash Flow,-17128
AAPL,2011-12,Issuance (Repayment) of Debt Securities ,0
AAPL,2011-12,Issuance (Purchase) of Equity Shares,91
AAPL,2011-12,Payment of Dividends & Other Cash Distributions   ,0
AAPL,2011-12,Financing Cash Flow,69
AAPL,2011-12,Effect of Exchange Rate Changes on Cash ,0
AAPL,2011-12,Net Cash Flow / Change in Cash & Cash Equivalents,495
AAPL,2011-12,Free Cash Flow,16233
AAPL,2011-09,Depreciation & Amortization ,543
AAPL,2011-09,Share Based Compensation,298
AAPL,2011-09,Operating Cash Flow,10429
AAPL,2011-09,Capital Expenditure,-1645
AAPL,2011-09,Net Cash Flow - Business Acquisitions and Disposals,-3170
AAPL,2011-09,Net Cash Flow - Investment Acquisitions and Disposals,-8028
AAPL,2011-09,Investing Cash Flow,-13136
AAPL,2011-09,Issuance (Repayment) of Debt Securities ,0
AAPL,2011-09,Issuance (Purchase) of Equity Shares,254
AAPL,2011-09,Payment of Dividends & Other Cash Distributions   ,0
AAPL,2011-09,Financing Cash Flow,431
AAPL,2011-09,Effect of Exchange Rate Changes on Cash ,0
AAPL,2011-09,Net Cash Flow / Change in Cash & Cash Equivalents,-2276
AAPL,2011-09,Free Cash Flow,8784
AAPL,2011-06,Depreciation & Amortization ,481
AAPL,2011-06,Share Based Compensation,284
AAPL,2011-06,Operating Cash Flow,11108
AAPL,2011-06,Capital Expenditure,-777
AAPL,2011-06,Net Cash Flow - Business Acquisitions and Disposals,-185
AAPL,2011-06,Net Cash Flow - Investment Acquisitions and Disposals,-14092
AAPL,2011-06,Investing Cash Flow,-15032
AAPL,2011-06,Issuance (Repayment) of Debt Securities ,0
AAPL,2011-06,Issuance (Purchase) of Equity Shares,83
AAPL,2011-06,Payment of Dividends & Other Cash Distributions   ,0
AAPL,2011-06,Financing Cash Flow,37
AAPL,2011-06,Effect of Exchange Rate Changes on Cash ,0
AAPL,2011-06,Net Cash Flow / Change in Cash & Cash Equivalents,-3887
AAPL,2011-06,Free Cash Flow,10331
AAPL,2011-03,Depreciation & Amortization ,434
AAPL,2011-03,Share Based Compensation,287
AAPL,2011-03,Operating Cash Flow,6219
AAPL,2011-03,Capital Expenditure,-624
AAPL,2011-03,Net Cash Flow - Business Acquisitions and Disposals,-32
AAPL,2011-03,Net Cash Flow - Investment Acquisitions and Disposals,-901
AAPL,2011-03,Investing Cash Flow,-1522
AAPL,2011-03,Issuance (Repayment) of Debt Securities ,0
AAPL,2011-03,Issuance (Purchase) of Equity Shares,286
AAPL,2011-03,Payment of Dividends & Other Cash Distributions   ,0
AAPL,2011-03,Financing Cash Flow,547
AAPL,2011-03,Effect of Exchange Rate Changes on Cash ,0
AAPL,2011-03,Net Cash Flow / Change in Cash & Cash Equivalents,5244
AAPL,2011-03,Free Cash Flow,5595
AAPL,2010-12,Depreciation & Amortization ,356
AAPL,2010-12,Share Based Compensation,299
AAPL,2010-12,Operating Cash Flow,9773
AAPL,2010-12,Capital Expenditure,-1214
AAPL,2010-12,Net Cash Flow - Business Acquisitions and Disposals,-49
AAPL,2010-12,Net Cash Flow - Investment Acquisitions and Disposals,-9443
AAPL,2010-12,Investing Cash Flow,-10729
AAPL,2010-12,Issuance (Repayment) of Debt Securities ,0
AAPL,2010-12,Issuance (Purchase) of Equity Shares,208
AAPL,2010-12,Payment of Dividends & Other Cash Distributions   ,0
AAPL,2010-12,Financing Cash Flow,429
AAPL,2010-12,Effect of Exchange Rate Changes on Cash ,0
AAPL,2010-12,Net Cash Flow / Change in Cash & Cash Equivalents,-527
AAPL,2010-12,Free Cash Flow,8559
AAPL,2010-09,Depreciation & Amortization ,329
AAPL,2010-09,Share Based Compensation,224
AAPL,2010-09,Operating Cash Flow,5683
AAPL,2010-09,Capital Expenditure,-760
AAPL,2010-09,Net Cash Flow - Business Acquisitions and Disposals,-76
AAPL,2010-09,Net Cash Flow - Investment Acquisitions and Disposals,-3563
AAPL,2010-09,Investing Cash Flow,-4383
AAPL,2010-09,Issuance (Repayment) of Debt Securities ,0
AAPL,2010-09,Issuance (Purchase) of Equity Shares,179
AAPL,2010-09,Payment of Dividends & Other Cash Distributions   ,0
AAPL,2010-09,Financing Cash Flow,256
AAPL,2010-09,Effect of Exchange Rate Changes on Cash ,0
AAPL,2010-09,Net Cash Flow / Change in Cash & Cash Equivalents,1556
AAPL,2010-09,Free Cash Flow,4923
AAPL,2010-06,Depreciation & Amortization ,273
AAPL,2010-06,Share Based Compensation,219
AAPL,2010-06,Operating Cash Flow,4801
AAPL,2010-06,Capital Expenditure,-595
AAPL,2010-06,Net Cash Flow - Business Acquisitions and Disposals,-321
AAPL,2010-06,Net Cash Flow - Investment Acquisitions and Disposals,-4468
AAPL,2010-06,Investing Cash Flow,-5430
AAPL,2010-06,Issuance (Repayment) of Debt Securities ,0
AAPL,2010-06,Issuance (Purchase) of Equity Shares,199
AAPL,2010-06,Payment of Dividends & Other Cash Distributions   ,0
AAPL,2010-06,Financing Cash Flow,316
AAPL,2010-06,Effect of Exchange Rate Changes on Cash ,0
AAPL,2010-06,Net Cash Flow / Change in Cash & Cash Equivalents,-313
AAPL,2010-06,Free Cash Flow,4206
AAPL,2010-03,Depreciation & Amortization ,216
AAPL,2010-03,Share Based Compensation,231
AAPL,2010-03,Operating Cash Flow,2330
AAPL,2010-03,Capital Expenditure,-274
AAPL,2010-03,Net Cash Flow - Business Acquisitions and Disposals,-352
AAPL,2010-03,Net Cash Flow - Investment Acquisitions and Disposals,463
AAPL,2010-03,Investing Cash Flow,-83
AAPL,2010-03,Issuance (Repayment) of Debt Securities ,0
AAPL,2010-03,Issuance (Purchase) of Equity Shares,160
AAPL,2010-03,Payment of Dividends & Other Cash Distributions   ,0
AAPL,2010-03,Financing Cash Flow,162
AAPL,2010-03,Effect of Exchange Rate Changes on Cash ,0
AAPL,2010-03,Net Cash Flow / Change in Cash & Cash Equivalents,2409
AAPL,2010-03,Free Cash Flow,2056
AAPL,2009-12,Depreciation & Amortization ,209
AAPL,2009-12,Share Based Compensation,205
AAPL,2009-12,Operating Cash Flow,5781
AAPL,2009-12,Capital Expenditure,-376
AAPL,2009-12,Net Cash Flow - Business Acquisitions and Disposals,-5
AAPL,2009-12,Net Cash Flow - Investment Acquisitions and Disposals,-3507
AAPL,2009-12,Investing Cash Flow,-3958
AAPL,2009-12,Issuance (Repayment) of Debt Securities ,0
AAPL,2009-12,Issuance (Purchase) of Equity Shares,374
AAPL,2009-12,Payment of Dividends & Other Cash Distributions   ,0
AAPL,2009-12,Financing Cash Flow,523
AAPL,2009-12,Effect of Exchange Rate Changes on Cash ,0
AAPL,2009-12,Net Cash Flow / Change in Cash & Cash Equivalents,2346
AAPL,2009-12,Free Cash Flow,5405
AAPL,2009-09,Depreciation & Amortization ,203
AAPL,2009-09,Share Based Compensation,180
AAPL,2009-09,Operating Cash Flow,3110
AAPL,2009-09,Capital Expenditure,-459
AAPL,2009-09,Net Cash Flow - Business Acquisitions and Disposals,-13
AAPL,2009-09,Net Cash Flow - Investment Acquisitions and Disposals,-3186
AAPL,2009-09,Investing Cash Flow,-3771
AAPL,2009-09,Issuance (Repayment) of Debt Securities ,0
AAPL,2009-09,Issuance (Purchase) of Equity Shares,187
AAPL,2009-09,Payment of Dividends & Other Cash Distributions   ,0
AAPL,2009-09,Financing Cash Flow,319
AAPL,2009-09,Effect of Exchange Rate Changes on Cash ,0
AAPL,2009-09,Net Cash Flow / Change in Cash & Cash Equivalents,-342
AAPL,2009-09,Free Cash Flow,2651
AAPL,2009-06,Depreciation & Amortization ,182
AAPL,2009-06,Share Based Compensation,179
AAPL,2009-06,Operating Cash Flow,2270
AAPL,2009-06,Capital Expenditure,-246
AAPL,2009-06,Net Cash Flow - Business Acquisitions and Disposals,-26
AAPL,2009-06,Net Cash Flow - Investment Acquisitions and Disposals,-1060
AAPL,2009-06,Investing Cash Flow,-1339
AAPL,2009-06,Issuance (Repayment) of Debt Securities ,0
AAPL,2009-06,Issuance (Purchase) of Equity Shares,199
AAPL,2009-06,Payment of Dividends & Other Cash Distributions   ,0
AAPL,2009-06,Financing Cash Flow,208
AAPL,2009-06,Effect of Exchange Rate Changes on Cash ,0
AAPL,2009-06,Net Cash Flow / Change in Cash & Cash Equivalents,1139
AAPL,2009-06,Free Cash Flow,2024
AAPL,2009-03,Depreciation & Amortization ,181
AAPL,2009-03,Share Based Compensation,181
AAPL,2009-03,Operating Cash Flow,841
AAPL,2009-03,Capital Expenditure,-100
AAPL,2009-03,Net Cash Flow - Business Acquisitions and Disposals,-16
AAPL,2009-03,Net Cash Flow - Investment Acquisitions and Disposals,-3574
AAPL,2009-03,Investing Cash Flow,-3685
AAPL,2009-03,Issuance (Repayment) of Debt Securities ,0
AAPL,2009-03,Issuance (Purchase) of Equity Shares,46
AAPL,2009-03,Payment of Dividends & Other Cash Distributions   ,0
AAPL,2009-03,Financing Cash Flow,74
AAPL,2009-03,Effect of Exchange Rate Changes on Cash ,0
AAPL,2009-03,Net Cash Flow / Change in Cash & Cash Equivalents,-2770
AAPL,2009-03,Free Cash Flow,741
AAPL,2008-12,Depreciation & Amortization ,168
AAPL,2008-12,Share Based Compensation,170
AAPL,2008-12,Operating Cash Flow,3938
AAPL,2008-12,Capital Expenditure,-339
AAPL,2008-12,Net Cash Flow - Business Acquisitions and Disposals,-14
AAPL,2008-12,Net Cash Flow - Investment Acquisitions and Disposals,-8226
AAPL,2008-12,Investing Cash Flow,-8639
AAPL,2008-12,Issuance (Repayment) of Debt Securities ,0
AAPL,2008-12,Issuance (Purchase) of Equity Shares,43
AAPL,2008-12,Payment of Dividends & Other Cash Distributions   ,0
AAPL,2008-12,Financing Cash Flow,62
AAPL,2008-12,Effect of Exchange Rate Changes on Cash ,0
AAPL,2008-12,Net Cash Flow / Change in Cash & Cash Equivalents,-4639
AAPL,2008-12,Free Cash Flow,3599
AAPL,2008-09,Depreciation & Amortization ,157
AAPL,2008-09,Share Based Compensation,141
AAPL,2008-09,Operating Cash Flow,4295
AAPL,2008-09,Capital Expenditure,-403
AAPL,2008-09,Net Cash Flow - Business Acquisitions and Disposals,-239
AAPL,2008-09,Net Cash Flow - Investment Acquisitions and Disposals,-1321
AAPL,2008-09,Investing Cash Flow,-1993
AAPL,2008-09,Issuance (Repayment) of Debt Securities ,0
AAPL,2008-09,Issuance (Purchase) of Equity Shares,188
AAPL,2008-09,Payment of Dividends & Other Cash Distributions   ,0
AAPL,2008-09,Financing Cash Flow,200
AAPL,2008-09,Effect of Exchange Rate Changes on Cash ,0
AAPL,2008-09,Net Cash Flow / Change in Cash & Cash Equivalents,2502
AAPL,2008-09,Free Cash Flow,3892
AAPL,2008-06,Depreciation & Amortization ,117
AAPL,2008-06,Share Based Compensation,133
AAPL,2008-06,Operating Cash Flow,1321
AAPL,2008-06,Capital Expenditure,-304
AAPL,2008-06,Net Cash Flow - Business Acquisitions and Disposals,-26
AAPL,2008-06,Net Cash Flow - Investment Acquisitions and Disposals,-1041
AAPL,2008-06,Investing Cash Flow,-1372
AAPL,2008-06,Issuance (Repayment) of Debt Securities ,0
AAPL,2008-06,Issuance (Purchase) of Equity Shares,178
AAPL,2008-06,Payment of Dividends & Other Cash Distributions   ,0
AAPL,2008-06,Financing Cash Flow,354
AAPL,2008-06,Effect of Exchange Rate Changes on Cash ,0
AAPL,2008-06,Net Cash Flow / Change in Cash & Cash Equivalents,303
AAPL,2008-06,Free Cash Flow,1017
AAPL,2008-03,Depreciation & Amortization ,116
AAPL,2008-03,Share Based Compensation,132
AAPL,2008-03,Operating Cash Flow,1193
AAPL,2008-03,Capital Expenditure,-160
AAPL,2008-03,Net Cash Flow - Business Acquisitions and Disposals,-55
AAPL,2008-03,Net Cash Flow - Investment Acquisitions and Disposals,-1149
AAPL,2008-03,Investing Cash Flow,-1362
AAPL,2008-03,Issuance (Repayment) of Debt Securities ,0
AAPL,2008-03,Issuance (Purchase) of Equity Shares,-53
AAPL,2008-03,Payment of Dividends & Other Cash Distributions   ,0
AAPL,2008-03,Financing Cash Flow,77
AAPL,2008-03,Effect of Exchange Rate Changes on Cash ,0
AAPL,2008-03,Net Cash Flow / Change in Cash & Cash Equivalents,-92
AAPL,2008-03,Free Cash Flow,1033
AAPL,2007-12,Depreciation & Amortization ,106
AAPL,2007-12,Share Based Compensation,110
AAPL,2007-12,Operating Cash Flow,2787
AAPL,2007-12,Capital Expenditure,-224
AAPL,2007-12,Net Cash Flow - Business Acquisitions and Disposals,-8
AAPL,2007-12,Net Cash Flow - Investment Acquisitions and Disposals,-3249
AAPL,2007-12,Investing Cash Flow,-3462
AAPL,2007-12,Issuance (Repayment) of Debt Securities ,0
AAPL,2007-12,Issuance (Purchase) of Equity Shares,170
AAPL,2007-12,Payment of Dividends & Other Cash Distributions   ,0
AAPL,2007-12,Financing Cash Flow,485
AAPL,2007-12,Effect of Exchange Rate Changes on Cash ,0
AAPL,2007-12,Net Cash Flow / Change in Cash & Cash Equivalents,-190
AAPL,2007-12,Free Cash Flow,2563
AAPL,2017-09,Revenues,52579
AAPL,2017-09,Revenue Growth,0.1222
AAPL,2017-09,Cost of Revenue,32648
AAPL,2017-09,Gross Profit,19931
AAPL,2017-09,Research and Development Expense,2997
AAPL,2017-09,Selling, General and Administrative Expense,3814
AAPL,2017-09,Operating Expenses,6811
AAPL,2017-09,Operating Income,13120
AAPL,2017-09,Interest Expense,0
AAPL,2017-09,Earnings before Tax,13917
AAPL,2017-09,Income Tax Expense,3203
AAPL,2017-09,Net Income to Non-Controlling Interests,0
AAPL,2017-09,Net Income from Discontinued Operations,0
AAPL,2017-09,Net Income,10714
AAPL,2017-09,Preferred Dividends Income Statement Impact,0
AAPL,2017-09,Net Income Common Stock,10714
AAPL,2017-09,EPS,2.09
AAPL,2017-09,EPS Diluted,2.07
AAPL,2017-09,Weighted Average Shares,5149
AAPL,2017-09,Weighted Average Shares Diluted,5183
AAPL,2017-09,Dividends per Basic Common Share,0.63
AAPL,2017-09,Gross Margin,0.3791
AAPL,2017-09,EBITDA Margin,0.312
AAPL,2017-09,EBIT Margin,0.2647
AAPL,2017-09,Profit Margin,0.204
AAPL,2017-09,Free Cash Flow Margin,0.2243
AAPL,2017-09,EBITDA,16401
AAPL,2017-09,EBIT,13917
AAPL,2017-09,Consolidated Income,10714
AAPL,2017-07,Revenues,45408
AAPL,2017-07,Revenue Growth,0.072
AAPL,2017-07,Cost of Revenue,27920
AAPL,2017-07,Gross Profit,17488
AAPL,2017-07,Research and Development Expense,2937
AAPL,2017-07,Selling, General and Administrative Expense,3783
AAPL,2017-07,Operating Expenses,6720
AAPL,2017-07,Operating Income,10768
AAPL,2017-07,Interest Expense,0
AAPL,2017-07,Earnings before Tax,11308
AAPL,2017-07,Income Tax Expense,2591
AAPL,2017-07,Net Income to Non-Controlling Interests,0
AAPL,2017-07,Net Income from Discontinued Operations,0
AAPL,2017-07,Net Income,8717
AAPL,2017-07,Preferred Dividends Income Statement Impact,0
AAPL,2017-07,Net Income Common Stock,8717
AAPL,2017-07,EPS,1.68
AAPL,2017-07,EPS Diluted,1.67
AAPL,2017-07,Weighted Average Shares,5195
AAPL,2017-07,Weighted Average Shares Diluted,5233
AAPL,2017-07,Dividends per Basic Common Share,0.63
AAPL,2017-07,Gross Margin,0.3851
AAPL,2017-07,EBITDA Margin,0.301
AAPL,2017-07,EBIT Margin,0.249
AAPL,2017-07,Profit Margin,0.192
AAPL,2017-07,Free Cash Flow Margin,0.134
AAPL,2017-07,EBITDA,13662
AAPL,2017-07,EBIT,11308
AAPL,2017-07,Consolidated Income,8717
AAPL,2017-04,Revenues,52896
AAPL,2017-04,Revenue Growth,0.0463
AAPL,2017-04,Cost of Revenue,32305
AAPL,2017-04,Gross Profit,20591
AAPL,2017-04,Research and Development Expense,2776
AAPL,2017-04,Selling, General and Administrative Expense,3718
AAPL,2017-04,Operating Expenses,6494
AAPL,2017-04,Operating Income,14097
AAPL,2017-04,Interest Expense,0
AAPL,2017-04,Earnings before Tax,14684
AAPL,2017-04,Income Tax Expense,3655
AAPL,2017-04,Net Income to Non-Controlling Interests,0
AAPL,2017-04,Net Income from Discontinued Operations,0
AAPL,2017-04,Net Income,11029
AAPL,2017-04,Preferred Dividends Income Statement Impact,0
AAPL,2017-04,Net Income Common Stock,11029
AAPL,2017-04,EPS,2.11
AAPL,2017-04,EPS Diluted,2.1
AAPL,2017-04,Weighted Average Shares,5225
AAPL,2017-04,Weighted Average Shares Diluted,5261
AAPL,2017-04,Dividends per Basic Common Share,0.57
AAPL,2017-04,Gross Margin,0.3893
AAPL,2017-04,EBITDA Margin,0.322
AAPL,2017-04,EBIT Margin,0.2776
AAPL,2017-04,Profit Margin,0.209
AAPL,2017-04,Free Cash Flow Margin,0.1805
AAPL,2017-04,EBITDA,17016
AAPL,2017-04,EBIT,14684
AAPL,2017-04,Consolidated Income,11029
AAPL,2016-12,Revenues,78351
AAPL,2016-12,Revenue Growth,0.0327
AAPL,2016-12,Cost of Revenue,48175
AAPL,2016-12,Gross Profit,30176
AAPL,2016-12,Research and Development Expense,2871
AAPL,2016-12,Selling, General and Administrative Expense,3946
AAPL,2016-12,Operating Expenses,6817
AAPL,2016-12,Operating Income,23359
AAPL,2016-12,Interest Expense,0
AAPL,2016-12,Earnings before Tax,24180
AAPL,2016-12,Income Tax Expense,6289
AAPL,2016-12,Net Income to Non-Controlling Interests,0
AAPL,2016-12,Net Income from Discontinued Operations,0
AAPL,2016-12,Net Income,17891
AAPL,2016-12,Preferred Dividends Income Statement Impact,0
AAPL,2016-12,Net Income Common Stock,17891
AAPL,2016-12,EPS,3.38
AAPL,2016-12,EPS Diluted,3.36
AAPL,2016-12,Weighted Average Shares,5298
AAPL,2016-12,Weighted Average Shares Diluted,5327
AAPL,2016-12,Dividends per Basic Common Share,0.57
AAPL,2016-12,Gross Margin,0.3851
AAPL,2016-12,EBITDA Margin,0.347
AAPL,2016-12,EBIT Margin,0.3086
AAPL,2016-12,Profit Margin,0.228
AAPL,2016-12,Free Cash Flow Margin,0.3028
AAPL,2016-12,EBITDA,27167
AAPL,2016-12,EBIT,24180
